DATE,LAT,LON,T2M_MAX,T2M_MIN,T2M,PRECTOT,RH2M,PS,WS10M_MIN,WS10M_MAX,WS10M,FIRE,FIRE_SIZE,FIRE_SIZE_CLASS
7/23/2013,39.25,-121.75,38.4,22.33,29.7,0,26.05,99.31,1.55,5.52,3.48,NOFIRE,0,NA
7/23/2014,39.25,-121.75,33.9,15.48,24.7,0,38.43,99.81,0.65,3.72,2.85,NOFIRE,0,NA
7/23/2015,39.25,-121.75,32.26,14.98,22.9,0.01,39.8,99.36,4.16,5.21,4.6,NOFIRE,0,NA
7/24/2013,39.25,-121.75,40.34,21.44,30.89,0,25.17,99.21,1.13,3.07,1.93,NOFIRE,0,NA
7/24/2014,39.25,-121.75,37.29,19.18,28.49,0,17.26,99.3,0.63,4.69,2.45,NOFIRE,0,NA
7/24/2015,39.25,-121.75,34.49,14.68,24.3,0,27.91,99.72,2.79,4.12,3.31,NOFIRE,0,NA
7/25/2013,39.25,-121.75,42.85,23.06,32.34,0.06,23.8,99.23,1.2,5.9,3.29,NOFIRE,0,NA
7/25/2014,39.25,-121.75,40.05,20.28,30.22,0,9.76,99.01,0.14,2.99,1.67,NOFIRE,0,NA
7/25/2015,39.25,-121.75,34.89,15.14,25.02,0,28.3,99.54,2.82,4.85,3.62,NOFIRE,0,NA
7/26/2013,39.25,-121.75,41.16,21.89,30.4,0,22.85,99.47,2.84,5.24,4.03,NOFIRE,0,NA
7/26/2014,39.25,-121.75,41.24,21.03,31.38,0,11.53,99.18,0.92,3.57,2.38,NOFIRE,0,NA
7/26/2015,39.25,-121.75,36.09,15.54,25.82,0,28.44,99.18,0.73,4.96,2.61,NOFIRE,0,NA
7/27/2013,39.25,-121.75,40.71,19.14,28.99,0,26.98,99.17,1.85,5.86,3.56,NOFIRE,0,NA
7/27/2014,39.25,-121.75,42.49,23.46,32.11,0,14.1,99.29,2.02,4.09,2.98,NOFIRE,0,NA
7/27/2015,39.25,-121.75,37.36,18.7,28.09,0,18.85,99.21,0.62,4.49,2.4,NOFIRE,0,NA
7/28/2013,39.25,-121.75,38.06,17.89,26.77,0,29.29,98.87,2.15,5.88,3.95,NOFIRE,0,NA
7/28/2014,39.25,-121.75,40.77,22.32,30.91,0,18.81,99.43,1.34,6.67,3.91,NOFIRE,0,NA
7/28/2015,39.25,-121.75,41.32,19.06,30.88,0,12.47,99.07,1.05,3.22,2.31,NOFIRE,0,NA
7/29/2013,39.25,-121.75,31.15,15.18,22.57,0,36.07,99.26,3.7,5.79,4.62,NOFIRE,0,NA
7/29/2014,39.25,-121.75,41.28,20.86,30.99,0,21.37,99.45,2.37,4.62,3.2,NOFIRE,0,NA
7/29/2015,39.25,-121.75,43.31,22.26,32.75,0,11.83,99.14,1.06,3.42,2.3,NOFIRE,0,NA
7/3/2013,39.25,-121.75,43.51,22.79,33.61,0,25.7,98.9,0.34,2.46,1.18,NOFIRE,0,NA
7/3/2014,39.25,-121.75,38.24,17.76,27.45,0,26.09,99.08,2.77,4.86,3.7,NOFIRE,0,NA
7/3/2015,39.25,-121.75,39.48,21.92,29.7,0.15,29.58,99.12,1.69,5.09,3.05,NOFIRE,0,NA
7/30/2013,39.25,-121.75,36.18,13.85,24.62,0,27.86,99.66,1.55,4.65,2.95,NOFIRE,0,NA
7/30/2014,39.25,-121.75,42.38,22.88,32.35,0.12,19.56,99.29,1.16,5.14,2.63,NOFIRE,0,NA
7/30/2015,39.25,-121.75,44.13,24.54,33.17,0,14.55,99.32,1.28,4.74,2.48,NOFIRE,0,NA
7/31/2013,39.25,-121.75,36.02,16.47,25.42,0,27.01,99.5,2.8,5.47,4,NOFIRE,0,NA
7/31/2014,39.25,-121.75,43.52,23.15,32.88,0.01,17.22,99.18,0.5,3.68,2.07,NOFIRE,0,NA
7/31/2015,39.25,-121.75,40.91,22.57,30.37,0.04,22.34,99.29,2.03,5.66,3.54,NOFIRE,0,NA
7/4/2013,39.25,-121.75,44.88,26.12,35.14,0.04,23.4,98.55,0.77,5.2,2.94,NOFIRE,0,NA
7/4/2014,39.25,-121.75,39.14,16.31,27.42,0,18.33,99.25,3.22,6.6,4.43,NOFIRE,0,NA
7/4/2015,39.25,-121.75,41.47,22.28,31.42,0.03,27.29,98.84,1.81,5.23,3.35,NOFIRE,0,NA
7/5/2013,39.25,-121.75,35.15,19.77,27.37,0,29.15,98.53,1.14,6,4.3,NOFIRE,0,NA
7/5/2014,39.25,-121.75,39.72,15.91,27.39,0,17.25,99.53,2.2,4.28,3.27,NOFIRE,0,NA
7/5/2015,39.25,-121.75,38.59,20.9,28.6,0.01,30.88,99.12,2.71,6.87,4.82,NOFIRE,0,NA
7/6/2013,39.25,-121.75,35.67,16.19,25.41,0,35.22,98.72,2.88,4.75,3.72,NOFIRE,0,NA
7/6/2014,39.25,-121.75,41,17.47,29.32,0,12.9,99.4,0.47,3.54,2.26,NOFIRE,0,NA
7/6/2015,39.25,-121.75,37.08,18.38,27.1,0,31.83,99.43,3.74,5.06,4.28,NOFIRE,0,NA
7/7/2013,39.25,-121.75,37.18,15.86,26.25,0,28.01,98.84,1.55,4.84,3.12,NOFIRE,0,NA
7/7/2014,39.25,-121.75,40.89,21.24,30.41,0,15.11,99.05,0.31,4.88,2.17,NOFIRE,0,NA
7/7/2015,39.25,-121.75,34.74,18.13,26.2,0.06,30.61,99.24,2.95,5.93,4.61,NOFIRE,0,NA
7/8/2013,39.25,-121.75,37.64,16.62,26.98,0,22.9,99.22,2.36,4.35,3.29,NOFIRE,0,NA
7/8/2014,39.25,-121.75,41.01,22.88,31.24,0.02,20.09,99.01,1.31,4.25,3.23,NOFIRE,0,NA
7/8/2015,39.25,-121.75,33.9,16.59,24.36,0.45,37.1,98.91,2.41,6.44,4.34,NOFIRE,0,NA
7/9/2013,39.25,-121.75,40.01,17.73,29.04,0,19.41,99.44,0.59,4.64,2.89,NOFIRE,0,NA
7/9/2014,39.25,-121.75,38.35,19.91,28.29,0,26.11,99.11,3.01,5.76,4.5,NOFIRE,0,NA
7/9/2015,39.25,-121.75,26.64,15.56,20.72,1.71,58.79,98.98,1.59,4.77,3.38,NOFIRE,0,NA
7/1/2013,39.25,-122.25,43.14,21.32,32.27,0,24.46,97.69,0.18,2.14,1.06,NOFIRE,0,NA
7/1/2014,39.25,-122.25,39.51,21.57,29.41,0,23.24,97.49,0.87,6.3,3.14,NOFIRE,0,NA
7/1/2015,39.25,-122.25,42.69,25.3,33.62,0,15.6,97.8,0.39,6.18,2.39,NOFIRE,0,NA
7/10/2013,39.25,-122.25,39.02,20.19,28.65,0,19.88,97.94,0.41,7.19,3.05,NOFIRE,0,NA
7/10/2014,39.25,-122.25,37.23,16.69,26.14,0.01,29.43,97.84,2.02,6.72,3.87,NOFIRE,0,NA
7/10/2015,39.25,-122.25,29.56,14.99,22.11,2.21,54.36,97.85,1.31,3.56,2.64,NOFIRE,0,NA
7/11/2013,39.25,-122.25,36.94,16.53,26.02,0,23.72,97.75,1.34,5.74,3.24,NOFIRE,0,NA
7/11/2014,39.25,-122.25,34.93,17.43,25.3,0.04,31.67,98.15,2.16,6.39,4.1,NOFIRE,0,NA
7/11/2015,39.25,-122.25,32.62,15.65,23.7,0.12,43.57,98,1.48,5.85,3.4,NOFIRE,0,NA
7/12/2013,39.25,-122.25,35.62,14.5,24.76,0,26.57,97.82,1.18,3.89,2.6,NOFIRE,0,NA
7/12/2014,39.25,-122.25,39.21,16.44,27.75,0,27.11,98.27,0.44,3.71,1.86,NOFIRE,0,NA
7/12/2015,39.25,-122.25,32.08,16.47,23.88,0,38.12,98.19,1.78,5.68,3.66,NOFIRE,0,NA
7/13/2013,39.25,-122.25,37.13,15.99,26.23,0,23.46,97.96,0.48,4.16,2.24,NOFIRE,0,NA
7/13/2014,39.25,-122.25,42.83,20.77,31.73,0,19.54,98.03,0.33,2.88,1.69,NOFIRE,0,NA
7/13/2015,39.25,-122.25,35.24,15.01,25.15,0.13,31.11,98.07,0.35,2.63,1.53,NOFIRE,0,NA
7/14/2013,39.25,-122.25,38.27,16.67,27.12,0,22.1,97.97,0.79,4.47,2.39,NOFIRE,0,NA
7/14/2014,39.25,-122.25,44.43,24.64,33.41,0,17.55,97.82,0.94,6.22,3.01,NOFIRE,0,NA
7/14/2015,39.25,-122.25,35.53,17.71,26.36,0,29.13,97.73,0.16,3.65,1.96,NOFIRE,0,NA
7/15/2013,39.25,-122.25,36.05,16.33,25.3,0,25.13,97.68,0.88,6.19,3.16,NOFIRE,0,NA
7/15/2014,39.25,-122.25,36.52,23.58,29.08,0,27.61,98.04,0.19,2.63,1.87,NOFIRE,0,NA
7/15/2015,39.25,-122.25,38.14,16,27.57,0,26.05,97.77,0.27,3.15,1.57,NOFIRE,0,NA
7/16/2013,39.25,-122.25,31.89,13.73,22.37,0,36.1,97.91,1.97,5.86,3.96,NOFIRE,0,NA
7/16/2014,39.25,-122.25,37.44,21.85,28.39,0,32.54,98.06,1.71,4.72,2.91,NOFIRE,0,NA
7/16/2015,39.25,-122.25,39.72,19.85,29.62,0,24.55,97.77,0.35,4.13,1.86,NOFIRE,0,NA
7/17/2013,39.25,-122.25,36.22,13.54,24.71,0,28.82,98.35,0.09,2.88,1.34,NOFIRE,0,NA
7/17/2014,39.25,-122.25,36.33,19.32,26.27,0,36.49,98.03,1.94,6.04,3.33,NOFIRE,0,NA
7/17/2015,39.25,-122.25,39.16,19.62,29.19,0,22.53,97.58,0.11,5.68,2.49,NOFIRE,0,NA
7/18/2013,39.25,-122.25,39.36,17.48,28.11,0,18.8,98.18,0.11,3.16,1.45,NOFIRE,0,NA
7/18/2014,39.25,-122.25,36.66,17.6,26.32,0,36.81,98.06,1.68,5.44,2.92,NOFIRE,0,NA
7/18/2015,39.25,-122.25,35.59,19.23,26.8,0,23.19,97.88,2.12,5.64,3.92,NOFIRE,0,NA
7/19/2013,39.25,-122.25,42.04,19.83,30.48,0,17.91,97.79,0.08,2.91,1.28,NOFIRE,0,NA
7/19/2014,39.25,-122.25,38.99,18.29,28.36,0.01,29.8,97.95,0.35,6.43,2.52,NOFIRE,0,NA
7/19/2015,39.25,-122.25,37.29,19.71,28.52,0,32.67,98.38,0.33,3.9,1.85,NOFIRE,0,NA
7/2/2013,39.25,-122.25,45.25,25.55,34.85,0.03,20.53,97.74,0.44,5.11,2.73,NOFIRE,0,NA
7/2/2014,39.25,-122.25,38.76,17.63,27.89,0,28,97.62,1.24,4.27,2.65,NOFIRE,0,NA
7/2/2015,39.25,-122.25,40.33,25.11,31.36,0,20.87,97.88,1.23,7.38,3.46,NOFIRE,0,NA
7/20/2013,39.25,-122.25,44.07,20.25,31.65,0,18.9,97.49,0.06,3.34,1.46,NOFIRE,0,NA
7/20/2014,39.25,-122.25,32.96,20.92,26.49,0.02,33.75,97.91,1.8,6.81,4.24,NOFIRE,0,NA
7/20/2015,39.25,-122.25,39.7,22.04,30.84,0.31,29.42,98.07,0.12,3.2,1.44,NOFIRE,0,NA
7/21/2013,39.25,-122.25,42.7,19.92,30.2,0,23.08,97.49,0.03,5.23,2.51,NOFIRE,0,NA
7/21/2014,39.25,-122.25,33.7,19.44,25.44,0.06,42.66,98.2,2.18,6.67,4.02,NOFIRE,0,NA
7/21/2015,39.25,-122.25,38.86,22.02,29.59,0,27.81,97.67,1.37,5.16,2.78,NOFIRE,0,NA
7/22/2013,39.25,-122.25,37.83,18.39,27.08,0,27.11,97.95,1.89,7.34,3.46,NOFIRE,0,NA
7/22/2014,39.25,-122.25,33.38,17.21,24.39,0.01,39.41,98.34,1.83,7.34,4.29,NOFIRE,0,NA
7/22/2015,39.25,-122.25,35.31,17.78,25.88,0,28.33,97.51,1.07,6.81,3.8,NOFIRE,0,NA
7/23/2013,39.25,-122.25,37.4,22.17,29.19,0,26.37,98.06,0.6,5.67,2.84,NOFIRE,0,NA
7/23/2014,39.25,-122.25,33.73,14.14,23.97,0.01,40.53,98.5,2.06,3.39,2.83,NOFIRE,0,NA
7/23/2015,39.25,-122.25,32.14,14.25,22.58,0,40.42,98.05,1.64,4.3,2.99,NOFIRE,0,NA
7/24/2013,39.25,-122.25,39.98,22.06,30.95,0,24.19,97.98,0.53,2.64,1.44,NOFIRE,0,NA
7/24/2014,39.25,-122.25,36.61,17.76,27.03,0,16.87,98.09,0.69,5.28,2.95,NOFIRE,0,NA
7/24/2015,39.25,-122.25,33.88,14.18,23.8,0,29.26,98.44,1.03,3.08,2.07,NOFIRE,0,NA
7/25/2013,39.25,-122.25,42.09,23.1,32.2,0.02,24.05,97.99,0.17,4.91,2.24,NOFIRE,0,NA
7/25/2014,39.25,-122.25,39.79,18.63,29.45,0,11.35,97.79,0.54,3.73,2.15,NOFIRE,0,NA
7/25/2015,39.25,-122.25,34.68,15.32,24.86,0,27.25,98.26,1.01,3.76,2.27,NOFIRE,0,NA
7/26/2013,39.25,-122.25,40.79,21.68,30.46,0,22.33,98.21,0.68,4.03,2.4,NOFIRE,0,NA
7/26/2014,39.25,-122.25,40.68,20.26,30.85,0,12.12,97.95,0.96,3.35,2.19,NOFIRE,0,NA
7/26/2015,39.25,-122.25,35.97,16.21,25.87,0,27.37,97.92,0.41,4.76,2.52,NOFIRE,0,NA
7/27/2013,39.25,-122.25,40.62,19.17,29.05,0,25.67,97.91,0.13,4.87,1.96,NOFIRE,0,NA
7/27/2014,39.25,-122.25,41.95,23.92,31.89,0,13.48,98.05,0.64,4.29,2.44,NOFIRE,0,NA
7/27/2015,39.25,-122.25,36.64,18.47,27.36,0,19.74,98.02,1.48,4.27,3.26,NOFIRE,0,NA
7/28/2013,39.25,-122.25,38.04,17.97,26.86,0,26.74,97.59,0.72,4.93,2.48,NOFIRE,0,NA
7/28/2014,39.25,-122.25,41.02,22.74,30.99,0,18.75,98.16,0.39,6.16,2.91,NOFIRE,0,NA
7/28/2015,39.25,-122.25,40.09,19.21,30.06,0,12.45,97.9,0.95,4.72,2.67,NOFIRE,0,NA
7/29/2013,39.25,-122.25,31.48,13.93,22.26,0,35.32,97.94,1.9,4.98,3.19,NOFIRE,0,NA
7/29/2014,39.25,-122.25,41.06,20.68,30.82,0,21.58,98.22,0.28,3.86,1.98,NOFIRE,0,NA
7/29/2015,39.25,-122.25,42.43,21.03,31.95,0,11.57,97.93,1.22,3.17,2.19,NOFIRE,0,NA
7/3/2013,39.25,-122.25,43.72,23.03,33.94,0,23.95,97.71,0.07,2.8,1.26,NOFIRE,0,NA
7/3/2014,39.25,-122.25,38.31,18.11,27.58,0,24.51,97.81,1.08,4.67,2.56,NOFIRE,0,NA
7/3/2015,39.25,-122.25,39.07,22.15,29.67,0.07,28.43,97.87,1.27,3.42,2.3,NOFIRE,0,NA
7/30/2013,39.25,-122.25,35.76,13.8,24.33,0,28.1,98.37,0.57,3.68,1.93,NOFIRE,0,NA
7/30/2014,39.25,-122.25,42.26,22.37,32.06,0.04,17.96,98.05,0.54,3.89,1.88,NOFIRE,0,NA
7/30/2015,39.25,-122.25,42.81,25.4,33.23,0,14.11,98.11,0.38,3.88,1.82,NOFIRE,0,NA
7/31/2013,39.25,-122.25,35.87,16.75,25.46,0,24.52,98.21,0.96,4.55,2.65,NOFIRE,0,NA
7/31/2014,39.25,-122.25,42.97,23.87,32.77,0,12.78,97.96,0.39,4.44,1.99,NOFIRE,0,NA
7/31/2015,39.25,-122.25,39.87,23.03,29.89,0.02,23.22,98.06,0.14,3.71,1.96,NOFIRE,0,NA
7/4/2013,39.25,-122.25,44.37,25.52,34.51,0.2,21.26,97.4,2.58,5.18,3.87,NOFIRE,0,NA
7/4/2014,39.25,-122.25,38.86,16.99,27.47,0,16.56,97.95,1.53,5.91,3.28,NOFIRE,0,NA
7/4/2015,39.25,-122.25,40.99,22.71,31.43,0.01,25.99,97.6,1.04,5.47,2.75,NOFIRE,0,NA
7/5/2013,39.25,-122.25,36.19,20.42,27.8,0,26.06,97.26,0.8,4.8,3.22,NOFIRE,0,NA
7/5/2014,39.25,-122.25,39.22,16.64,27.35,0,16.04,98.26,0.48,4.2,2.47,NOFIRE,0,NA
7/5/2015,39.25,-122.25,37.78,20.75,28.54,0,29.68,97.84,1.64,6.31,3.88,NOFIRE,0,NA
7/6/2013,39.25,-122.25,35.94,15.53,25.48,0,33.58,97.44,1.36,3.95,2.68,NOFIRE,0,NA
7/6/2014,39.25,-122.25,40.91,17.75,29.35,0,11.21,98.16,0.19,2.69,1.5,NOFIRE,0,NA
7/6/2015,39.25,-122.25,36.46,18.2,26.74,0,31.7,98.14,2.21,4.46,3.3,NOFIRE,0,NA
7/7/2013,39.25,-122.25,37.03,15.65,26.03,0,27.31,97.57,0.13,4.52,2.47,NOFIRE,0,NA
7/7/2014,39.25,-122.25,41.5,21.23,30.79,0,13.14,97.81,0.08,3.54,1.82,NOFIRE,0,NA
7/7/2015,39.25,-122.25,34.41,18.27,26.09,0.02,30.42,97.95,1.84,5.22,3.52,NOFIRE,0,NA
7/8/2013,39.25,-122.25,37.63,17.73,27.34,0,20.05,97.94,1.05,4.21,2.66,NOFIRE,0,NA
7/8/2014,39.25,-122.25,40.77,23.04,31.18,0.01,19.55,97.76,0.82,3.39,2.39,NOFIRE,0,NA
7/8/2015,39.25,-122.25,33.63,16.44,24.53,0.42,35.67,97.62,1.35,5.35,3.14,NOFIRE,0,NA
7/9/2013,39.25,-122.25,39.22,19.14,28.85,0,18.49,98.18,0.77,5.12,2.84,NOFIRE,0,NA
7/9/2014,39.25,-122.25,37.69,20.88,28.43,0,23.94,97.83,1.7,5.12,3.57,NOFIRE,0,NA
7/9/2015,39.25,-122.25,26.34,16.24,20.68,2.09,60.23,97.7,0.34,4,2.6,NOFIRE,0,NA
7/1/2013,39.25,-122.75,40.54,19.19,30.13,0,26.69,95.19,0.43,2.2,1.4,NOFIRE,0,NA
7/1/2014,39.25,-122.75,36.58,19.86,27.52,0,25.72,94.98,0.38,4.19,2.24,NOFIRE,0,NA
7/1/2015,39.25,-122.75,40.5,24.26,31.67,0.01,17.51,95.3,0.24,4.6,2.05,NOFIRE,0,NA
7/10/2013,39.25,-122.75,35.5,17.21,26.39,0,22.05,95.4,0.51,5.04,2.42,NOFIRE,0,NA
7/10/2014,39.25,-122.75,34.65,15.67,24.55,0.01,31.11,95.26,0.91,4.39,2.71,NOFIRE,0,NA
7/10/2015,39.25,-122.75,27.31,13.71,20.06,2.25,59.8,95.24,0.92,2.36,1.79,NOFIRE,0,NA
7/11/2013,39.25,-122.75,34.43,15.07,24.02,0,25.69,95.18,0.13,3.61,2,NOFIRE,0,NA
7/11/2014,39.25,-122.75,31.95,15.78,23.08,0.01,35.14,95.56,1.4,4.74,3.09,NOFIRE,0,NA
7/11/2015,39.25,-122.75,29.28,13.78,20.93,0.24,50.81,95.41,1.15,4.09,2.53,NOFIRE,0,NA
7/12/2013,39.25,-122.75,33.33,13.24,23.12,0,27.39,95.24,0.56,2.25,1.45,NOFIRE,0,NA
7/12/2014,39.25,-122.75,35.55,14.93,25.26,0,31.3,95.74,0.47,2.83,1.77,NOFIRE,0,NA
7/12/2015,39.25,-122.75,28.84,13.87,20.99,0.02,46.13,95.61,1.77,4.03,2.85,NOFIRE,0,NA
7/13/2013,39.25,-122.75,34.49,15,24.49,0,24.1,95.39,1,2.9,1.79,NOFIRE,0,NA
7/13/2014,39.25,-122.75,39.08,19.24,29.05,0,23.48,95.54,0.15,2.95,1.79,NOFIRE,0,NA
7/13/2015,39.25,-122.75,32.4,13.27,22.64,0.11,37.93,95.51,0.83,2.75,1.83,NOFIRE,0,NA
7/14/2013,39.25,-122.75,35.08,15.36,25.01,0,23.87,95.41,0.5,2.92,1.67,NOFIRE,0,NA
7/14/2014,39.25,-122.75,41.06,20.92,30.36,0,19.45,95.32,0.28,3.43,2.32,NOFIRE,0,NA
7/14/2015,39.25,-122.75,32.72,15.69,24.04,0,34.36,95.18,0.81,2.12,1.51,NOFIRE,0,NA
7/15/2013,39.25,-122.75,32.81,15.25,23.24,0,27.35,95.11,0.23,4.08,2.16,NOFIRE,0,NA
7/15/2014,39.25,-122.75,33.08,20.97,26.62,0,29.12,95.51,0.46,1.97,1.21,NOFIRE,0,NA
7/15/2015,39.25,-122.75,35.61,14.83,25.72,0,28.94,95.22,0.36,2.1,1.24,NOFIRE,0,NA
7/16/2013,39.25,-122.75,29.25,12.47,20.51,0,39.85,95.3,1.81,4.07,2.84,NOFIRE,0,NA
7/16/2014,39.25,-122.75,34.46,19.95,26.4,0,34.22,95.52,0.79,2.39,1.64,NOFIRE,0,NA
7/16/2015,39.25,-122.75,36.95,18.37,27.51,0,26.96,95.24,0.77,3.08,1.63,NOFIRE,0,NA
7/17/2013,39.25,-122.75,33.42,12.45,22.74,0,32.27,95.77,0.69,1.95,1.38,NOFIRE,0,NA
7/17/2014,39.25,-122.75,33.78,18.17,24.72,0,39.41,95.46,0.56,3.71,2.02,NOFIRE,0,NA
7/17/2015,39.25,-122.75,36.16,17.83,26.64,0,25.75,95.07,0.59,4.47,2.24,NOFIRE,0,NA
7/18/2013,39.25,-122.75,36.63,16.45,26.11,0,20.71,95.64,0.73,2.4,1.54,NOFIRE,0,NA
7/18/2014,39.25,-122.75,34.19,16.29,24.66,0,41.73,95.48,0.53,3.17,1.76,NOFIRE,0,NA
7/18/2015,39.25,-122.75,33.07,16.93,24.3,0,25.78,95.31,1.71,4.53,3.08,NOFIRE,0,NA
7/19/2013,39.25,-122.75,38.83,18.78,28.44,0,19.56,95.28,0.13,2.04,1.47,NOFIRE,0,NA
7/19/2014,39.25,-122.75,36.65,17.41,26.57,0,33.49,95.39,0.28,3.63,1.7,NOFIRE,0,NA
7/19/2015,39.25,-122.75,34.77,17.2,25.97,0,37.52,95.82,0.66,2.79,1.79,NOFIRE,0,NA
7/2/2013,39.25,-122.75,42.26,23.68,32.29,0,23.24,95.26,0.4,2.63,1.76,NOFIRE,0,NA
7/2/2014,39.25,-122.75,36.3,16.47,26.13,0,31.03,95.07,0.43,2.23,1.47,NOFIRE,0,NA
7/2/2015,39.25,-122.75,38.38,23.3,29.53,0.05,22.37,95.37,0.72,4.44,2.19,NOFIRE,0,NA
7/20/2013,39.25,-122.75,41.12,18.9,29.8,0,20.59,95,0.38,2.41,1.51,NOFIRE,0,NA
7/20/2014,39.25,-122.75,31.11,18.7,24.05,0,40.06,95.35,1.48,5.36,3.21,NOFIRE,0,NA
7/20/2015,39.25,-122.75,36.77,19.43,28.01,0.64,34.1,95.56,0.6,3.1,1.69,NOFIRE,0,NA
7/21/2013,39.25,-122.75,39.54,19.11,28.56,0,24.25,94.97,0.56,3.15,1.8,NOFIRE,0,NA
7/21/2014,39.25,-122.75,29.54,16.44,22.29,0.04,50.98,95.62,1.46,4.87,2.99,NOFIRE,0,NA
7/21/2015,39.25,-122.75,36.21,19.59,27.07,0.04,31.39,95.15,0.63,4.26,1.95,NOFIRE,0,NA
7/22/2013,39.25,-122.75,36.34,17.28,25.67,0,27.69,95.37,0.21,5.15,2.18,NOFIRE,0,NA
7/22/2014,39.25,-122.75,30.26,14.45,21.67,0.02,45.33,95.74,1.65,5.41,3.34,NOFIRE,0,NA
7/22/2015,39.25,-122.75,31.91,15.3,23.23,0,32.32,94.95,0.81,4.87,2.53,NOFIRE,0,NA
7/23/2013,39.25,-122.75,33.91,20.3,26.5,0,30.46,95.53,0.27,4.32,2.26,NOFIRE,0,NA
7/23/2014,39.25,-122.75,30.49,12.27,21.09,0.02,48.46,95.91,1.49,3.55,2.48,NOFIRE,0,NA
7/23/2015,39.25,-122.75,29.99,12.36,20.74,0,43.3,95.44,0.47,2.51,1.61,NOFIRE,0,NA
7/24/2013,39.25,-122.75,37.33,20.41,28.65,0,26.89,95.47,0.22,1.85,1.35,NOFIRE,0,NA
7/24/2014,39.25,-122.75,34.34,14.4,24.05,0,19.81,95.55,1.14,4.27,2.56,NOFIRE,0,NA
7/24/2015,39.25,-122.75,31.36,12.73,21.91,0,33.72,95.84,0.62,1.93,1.33,NOFIRE,0,NA
7/25/2013,39.25,-122.75,38.41,21.24,29.68,0,27.42,95.49,0.83,3.61,2.08,NOFIRE,0,NA
7/25/2014,39.25,-122.75,37.41,16.16,26.96,0,15.11,95.28,0.29,3.31,2.01,NOFIRE,0,NA
7/25/2015,39.25,-122.75,32.68,14.23,23.22,0,29.89,95.67,0.45,2.19,1.33,NOFIRE,0,NA
7/26/2013,39.25,-122.75,37.74,19.61,28.3,0.01,26.04,95.68,0.22,2.72,1.56,NOFIRE,0,NA
7/26/2014,39.25,-122.75,37.88,18.21,28.33,0,15.96,95.43,0.8,2.7,1.96,NOFIRE,0,NA
7/26/2015,39.25,-122.75,32.99,15.05,23.69,0,30.99,95.37,0.39,5.36,2.54,NOFIRE,0,NA
7/27/2013,39.25,-122.75,37.75,18.29,27.36,0,27.29,95.38,0.66,3.22,1.68,NOFIRE,0,NA
7/27/2014,39.25,-122.75,39.09,22.68,29.69,0,15.39,95.54,0.44,3.46,1.9,NOFIRE,0,NA
7/27/2015,39.25,-122.75,34.43,15.36,24.71,0,23.7,95.49,1.15,4.3,2.8,NOFIRE,0,NA
7/28/2013,39.25,-122.75,35.36,16.73,25.22,0,25.67,95.03,0.58,3.03,1.75,NOFIRE,0,NA
7/28/2014,39.25,-122.75,38.13,21.4,28.8,0,22.41,95.64,0.08,4.04,2.19,NOFIRE,0,NA
7/28/2015,39.25,-122.75,37.79,18.08,27.92,0,14.21,95.39,1.15,3.86,2.53,NOFIRE,0,NA
7/29/2013,39.25,-122.75,30.28,13.35,21.29,0,33.34,95.32,0.12,3.04,1.49,NOFIRE,0,NA
7/29/2014,39.25,-122.75,38.28,19.45,28.7,0,24.76,95.7,0.92,3.41,1.75,NOFIRE,0,NA
7/29/2015,39.25,-122.75,39.85,19.42,29.89,0,13.3,95.43,1.53,2.72,2.05,NOFIRE,0,NA
7/3/2013,39.25,-122.75,41.28,21.56,31.95,0.02,26.36,95.23,0.82,3.13,1.88,NOFIRE,0,NA
7/3/2014,39.25,-122.75,35.75,16.49,25.63,0,26.63,95.25,0.65,3.06,1.74,NOFIRE,0,NA
7/3/2015,39.25,-122.75,36.09,20.75,27.6,0.07,30.56,95.33,0.67,2.27,1.48,NOFIRE,0,NA
7/30/2013,39.25,-122.75,33.47,13.68,23.14,0,29.06,95.77,0.21,2.46,1.44,NOFIRE,0,NA
7/30/2014,39.25,-122.75,39.69,20.62,29.98,0,18.58,95.54,0.84,2.81,1.77,NOFIRE,0,NA
7/30/2015,39.25,-122.75,39.71,23.57,31.12,0.01,17.34,95.63,0.2,2.86,1.84,NOFIRE,0,NA
7/31/2013,39.25,-122.75,32.32,15.49,23.25,0,26.11,95.65,0.27,3.9,2.04,NOFIRE,0,NA
7/31/2014,39.25,-122.75,39.65,22.31,30.21,0,12.16,95.48,0.95,3.97,2.26,NOFIRE,0,NA
7/31/2015,39.25,-122.75,37.64,21.86,28.15,0.04,26.46,95.55,0.76,2.27,1.7,NOFIRE,0,NA
7/4/2013,39.25,-122.75,40.42,21.07,31.08,0.43,24.35,94.98,3.01,4.22,3.71,NOFIRE,0,NA
7/4/2014,39.25,-122.75,35.49,16.97,25.42,0,18.83,95.39,0.39,3.56,2.03,NOFIRE,0,NA
7/4/2015,39.25,-122.75,37.58,21.27,28.95,0.02,29.01,95.11,0.08,4.34,2.24,NOFIRE,0,NA
7/5/2013,39.25,-122.75,34.57,17.12,25.56,0,29,94.71,0.25,3.41,1.64,NOFIRE,0,NA
7/5/2014,39.25,-122.75,35.72,15.93,25.09,0,18.61,95.7,0.28,3.13,1.96,NOFIRE,0,NA
7/5/2015,39.25,-122.75,34.34,18.35,25.96,0,33.9,95.31,1.47,4.63,2.97,NOFIRE,0,NA
